mean_degree,degree_variance,density,radius_by_leaps,diameter_by_leaps,min_length,max_length,radius_by_length,diameter_by_length,total_data_rate,block_rate
6.4,5.377777777777777,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.377777777777777,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.377777777777777,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.377777777777777,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.377777777777777,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.377777777777777,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.377777777777777,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.377777777777777,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.155555555555556,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.155555555555556,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.155555555555556,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2087.1388071349456,3935.7737690093995,10320,0.022222222222222223
6.4,5.155555555555556,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.155555555555556,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3935.7737690093995,10320,0.022222222222222223
6.4,5.155555555555556,0.7111111111111111,1,2,239.02331360824977,3202.220632439111,2143.1045167460275,3361.589584771211,10320,0.022222222222222223
