,Average degree,Degree variance,Density,Transitivity,Node connectivity,Edge connectivity,Cycle basis,Estrada index,Average clustering by hops,Average clustering by length,Wiener index by hops,Wiener index by length,Radius by hops,Radius by length,Diameter by hops,Diameter by length,Min length,Max length,Blocking coefficient
0,3.4,8.71111111111111,0.37777777777777777,0.3,2,2,8,100.26048424398309,0.8444444444444444,0.2507121894511929,73.0,101449.20235188334,1,2804.0886967657716,2,5309.066727591329,239.02331360824977,3202.220632439111,0.28888888888888886
1,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206362,0.8138888888888889,0.26899422915764387,73.0,100562.44171213944,1,2804.1211841909817,2,5309.09921501654,239.02331360824977,3202.220632439111,0.28888888888888886
2,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206398,0.8138888888888889,0.27111771292936726,73.0,100577.83754203108,1,2879.1892884636354,2,5384.167319289194,239.02331360824977,3202.220632439111,0.3111111111111111
3,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206396,0.8138888888888889,0.25819320438839616,73.0,98428.99422880673,1,2909.2240961334674,2,5414.202126959026,239.02331360824977,3202.220632439111,0.3111111111111111
4,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206373,0.8138888888888889,0.26542967160009584,73.0,101405.1122316942,1,2744.001344433808,2,5363.311290969745,239.02331360824977,3202.220632439111,0.28888888888888886
5,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206385,0.8138888888888889,0.2698526737209662,73.0,99677.46672856518,1,2816.0234270924457,2,5321.001457918004,239.02331360824977,3202.220632439111,0.28888888888888886
6,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206368,0.8138888888888889,0.2684604196595961,73.0,99840.47684994407,1,2924.219011160714,2,5429.197041986272,239.02331360824977,3202.220632439111,0.3111111111111111
7,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206376,0.8138888888888889,0.2446231905862673,73.0,98471.40823715835,1,3058.10894013154,2,4988.754599140635,239.02331360824977,3202.220632439111,0.3111111111111111
8,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.7589704320636,0.8138888888888889,0.2666936166870612,73.0,100623.48614745241,1,2804.0886967657716,2,5316.729769430662,239.02331360824977,3202.220632439111,0.3333333333333333
9,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.7589704320638,0.8138888888888889,0.26720000262367455,73.0,100167.24075369154,1,2804.0886967657716,2,5332.842720746752,239.02331360824977,3202.220632439111,0.3333333333333333
10,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.7589704320638,0.8138888888888889,0.24606869196108816,73.0,97593.60776214968,1,2804.0886967657716,2,5309.778818626895,239.02331360824977,3202.220632439111,0.3333333333333333
11,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206383,0.8138888888888889,0.26415886361167235,73.0,101661.64453332765,1,2804.0886967657716,2,5395.37782867393,239.02331360824977,3202.220632439111,0.3111111111111111
12,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206399,0.8138888888888889,0.2658406171188377,73.0,99595.77939953712,1,2804.0886967657716,2,5310.790541789492,239.02331360824977,3202.220632439111,0.35555555555555557
13,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206386,0.8138888888888889,0.2669935416825544,73.0,101232.43563838702,1,2804.0886967657716,2,5603.191890541643,239.02331360824977,3202.220632439111,0.3333333333333333
14,3.4,7.377777777777776,0.37777777777777777,0.32432432432432434,2,2,8,91.75897043206393,0.8138888888888889,0.24589890926592783,73.0,102316.44176850311,1,3202.220632439111,2,5257.286417997842,239.02331360824977,3202.220632439111,0.26666666666666666
15,3.4,6.266666666666666,0.37777777777777777,0.391304347826087,1,2,8,87.31332477195434,0.8555555555555555,0.2649400863026221,73.0,107038.30076139554,1,3202.220632439111,2,5543.945991974154,239.02331360824977,3202.220632439111,0.37777777777777777
16,3.4,6.266666666666666,0.37777777777777777,0.391304347826087,1,2,8,87.31332477195438,0.8555555555555555,0.28302940261398885,73.0,106974.95965829799,1,3202.220632439111,2,5543.945991974154,239.02331360824977,3202.220632439111,0.37777777777777777
17,3.4,6.266666666666666,0.37777777777777777,0.391304347826087,1,2,8,87.31332477195453,0.8555555555555555,0.26368977809908595,73.0,107466.48159761503,1,3202.220632439111,2,5543.945991974154,239.02331360824977,3202.220632439111,0.35555555555555557
18,3.4,6.266666666666666,0.37777777777777777,0.391304347826087,1,2,8,87.31332477195444,0.8555555555555555,0.2676259834267257,73.0,106971.57243621959,1,3202.220632439111,2,5543.945991974154,239.02331360824977,3202.220632439111,0.37777777777777777
19,3.4,6.266666666666666,0.37777777777777777,0.391304347826087,1,2,8,87.31332477195453,0.8555555555555555,0.27428817748215656,73.0,107003.6042947993,1,3202.220632439111,2,5543.945991974154,239.02331360824977,3202.220632439111,0.37777777777777777
20,3.4,6.488888888888888,0.37777777777777777,0.34285714285714286,2,2,8,86.15980865082807,0.8007936507936508,0.2745582259815005,73.0,98849.70496856292,1,2374.1559285818826,2,4734.766843200077,239.02331360824977,3202.220632439111,0.3111111111111111
21,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716569,0.7841269841269841,0.2869296567640925,73.0,99752.12133760013,1,2879.1892884636354,2,5391.830361128525,239.02331360824977,3202.220632439111,0.3333333333333333
22,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716543,0.7841269841269841,0.27400514822312133,73.0,97603.2780243758,1,2909.2240961334674,2,5421.865168798357,239.02331360824977,3202.220632439111,0.3333333333333333
23,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716545,0.7841269841269841,0.28124161543482107,73.0,100579.39602726325,1,2751.66438627314,2,5370.974332809075,239.02331360824977,3202.220632439111,0.28888888888888886
24,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716542,0.7841269841269841,0.2856646175556914,73.0,98851.75052413427,1,2816.0234270924457,2,5328.664499757335,239.02331360824977,3202.220632439111,0.28888888888888886
25,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716543,0.7841269841269841,0.2842723634943213,73.0,99014.76064551315,1,2924.219011160714,2,5436.860083825604,239.02331360824977,3202.220632439111,0.3333333333333333
26,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.05561707718432,0.7841269841269841,0.25462594479767847,73.0,96804.64974461784,1,2622.261712398084,2,4996.417640979967,239.02331360824977,3202.220632439111,0.26666666666666666
27,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716533,0.7841269841269841,0.28531255892898233,73.0,99280.48011394762,1,2804.1211841909817,2,5332.875208171961,239.02331360824977,3202.220632439111,0.3111111111111111
28,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716538,0.7841269841269841,0.264181248266396,73.0,96706.84712240579,1,2804.1211841909817,2,5309.8113060521055,239.02331360824977,3202.220632439111,0.3111111111111111
29,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716535,0.7841269841269841,0.2822714199169801,73.0,100774.88389358376,1,2804.1211841909817,2,5395.41031609914,239.02331360824977,3202.220632439111,0.3111111111111111
30,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716543,0.7841269841269841,0.28395317342414556,73.0,98709.0187597932,1,2804.1211841909817,2,5310.823029214702,239.02331360824977,3202.220632439111,0.28888888888888886
31,3.4,6.266666666666666,0.37777777777777777,0.34782608695652173,2,2,8,84.85104116716529,0.7841269841269841,0.28510609798786224,73.0,100345.67499864311,1,2804.1211841909817,2,5603.224377966853,239.02331360824977,3202.220632439111,0.3111111111111111
