,mean_degree,degree_variance,density,radius_by_hops,diameter_by_hops,min_length,max_length,radius_by_length,diameter_by_length,total_data_rate,blocking_coefficient
0,3.2,6.622222222222223,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6160,0.4
1,3.2,6.622222222222223,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,6900,0.3333333333333333
2,3.2,6.622222222222223,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,7100,0.4
3,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6160,0.4
4,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,6900,0.3333333333333333
5,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,6440,0.35555555555555557
6,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6160,0.4
7,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,6900,0.3333333333333333
8,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,6440,0.35555555555555557
9,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
10,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,6900,0.3333333333333333
11,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,6440,0.35555555555555557
12,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6160,0.4
13,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,5900,0.35555555555555557
14,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,6340,0.37777777777777777
15,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6160,0.4
16,3.2,5.733333333333333,0.35555555555555557,1,2,239.02331360824977,3202.220632439111,3202.220632439111,6117.781690901911,6900,0.3333333333333333
