,mean_degree,degree_variance,density,radius_by_hops,diameter_by_hops,min_length,max_length,radius_by_length,diameter_by_length,total_data_rate,blocking_coefficient
0,3.4,8.71111111111111,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.0886967657716,5309.066727591329,7100,0.28888888888888886
1,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.1211841909817,5309.09921501654,6940,0.28888888888888886
2,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2879.1892884636354,5384.167319289194,6740,0.3111111111111111
3,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2909.2240961334674,5414.202126959026,6740,0.3111111111111111
4,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2744.001344433808,5363.311290969745,6140,0.28888888888888886
5,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2816.0234270924457,5321.001457918004,7740,0.28888888888888886
6,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2924.219011160714,5429.197041986272,6740,0.3111111111111111
7,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3058.10894013154,4988.754599140635,6740,0.3111111111111111
8,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.0886967657716,5316.729769430662,6800,0.3333333333333333
9,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.0886967657716,5332.842720746752,6800,0.3333333333333333
10,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.0886967657716,5309.778818626895,6800,0.3333333333333333
11,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.0886967657716,5395.37782867393,6100,0.3111111111111111
12,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.0886967657716,5310.790541789492,6760,0.35555555555555557
13,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.0886967657716,5603.191890541643,6860,0.3333333333333333
14,3.4,7.377777777777776,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5257.286417997842,7140,0.26666666666666666
15,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
16,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
17,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6460,0.35555555555555557
18,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
19,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
20,3.4,6.488888888888888,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2374.1559285818826,4734.766843200077,6740,0.3111111111111111
21,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2879.1892884636354,5391.830361128525,6540,0.3333333333333333
22,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2909.2240961334674,5421.865168798357,6540,0.3333333333333333
23,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2751.66438627314,5370.974332809075,6140,0.28888888888888886
24,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2816.0234270924457,5328.664499757335,6940,0.28888888888888886
25,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2924.219011160714,5436.860083825604,6540,0.3333333333333333
26,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2622.261712398084,4996.417640979967,7140,0.26666666666666666
27,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.1211841909817,5332.875208171961,6740,0.3111111111111111
28,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.1211841909817,5309.8113060521055,6740,0.3111111111111111
29,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.1211841909817,5395.41031609914,6740,0.3111111111111111
30,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.1211841909817,5310.823029214702,6940,0.28888888888888886
31,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2804.1211841909817,5603.224377966853,6740,0.3111111111111111
32,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2913.741823924176,5257.286417997842,7140,0.26666666666666666
33,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
34,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
35,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
36,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
37,3.4,6.488888888888888,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2666.730430726703,4809.834947472731,6540,0.3333333333333333
38,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2909.2240961334674,5437.978120114448,6540,0.3333333333333333
39,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2767.77733758923,5387.087284125166,6140,0.28888888888888886
40,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2816.0234270924457,5344.777451073425,6140,0.28888888888888886
41,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2924.219011160714,5452.973035141695,6540,0.3333333333333333
42,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2666.730430726703,5012.530592296057,7140,0.26666666666666666
43,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2879.1892884636354,5384.879410324759,6740,0.3111111111111111
44,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2879.1892884636354,5470.478420371794,6140,0.28888888888888886
45,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2879.1892884636354,5385.891133487356,6740,0.3111111111111111
46,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2879.1892884636354,5678.292482239507,6140,0.28888888888888886
47,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2696.235426052009,5257.286417997842,6940,0.28888888888888886
48,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
49,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
50,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
51,3.4,6.488888888888888,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2909.2240961334674,4194.108104682882,6740,0.3111111111111111
52,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2744.7134354693735,5364.02338200531,6140,0.28888888888888886
53,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2816.0234270924457,5321.713548953569,6140,0.28888888888888886
54,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2924.219011160714,5429.909133021838,6740,0.3111111111111111
55,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3058.8210311671055,4343.70503971652,7140,0.26666666666666666
56,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2909.2240961334674,5500.5132280416265,6140,0.28888888888888886
57,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2909.2240961334674,5415.925941157188,6740,0.3111111111111111
58,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,2909.2240961334674,5708.32728990934,6140,0.28888888888888886
59,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,4555.050292348314,6940,0.28888888888888886
60,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
61,3.4,6.266666666666666,0.37777777777777777,1,2,239.02331360824977,3202.220632439111,3202.220632439111,5543.945991974154,6360,0.37777777777777777
